"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Denmark","DNK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","31600","31410","30880","30680","30330","30270","30230","30170","29910","29750","29510","29560","29860","29320","29370","29330","29270","29210","29200","29050","28970","28870","28460","28550","28340","28190","27980","27870","27740","27880","27700","27560","27390","26910","27260","27160","26880","26720","26440","26470","26760","26650","26580","26460","27070","27100","26630","26680","26340","26260","26900","26240","26090","26290","26110","26040","","","",
"Dominican Republic","DOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","21900","22050","22200","22350","22500","22650","22800","22900","23300","23350","23440","23700","24050","24250","24550","25100","25400","25650","25900","26200","26250","26300","26300","26300","26300","26370","26370","26370","26410","25460","25460","25460","25460","25460","25760","25750","25000","25100","24670","25150","25150","25150","24350","24170","24170","24170","24170","23970","23970","23970","23970","23520","23520","23520","23520","23520","","","",
"Algeria","DZA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","454710","449000","445100","441640","441670","441670","442510","442030","442030","442160","454330","453960","443040","443360","437530","440210","438320","438430","438200","438300","391710","391070","392820","396100","390510","386880","387790","388170","387600","386760","386220","388650","388620","396400","396490","396360","396900","398260","397310","400210","401090","398550","399056.9921875","411450","412110","411810","412520","413090","413800","413740","413880","413981.9140625","414316.40625","414310","414563.984375","413601.9921875","","","",
"East Asia & Pacific (excluding high income)","EAP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5694930.39990246","5727772.49951184","5762691.70117199","5798203.20019543","5839707.40087897","5879785.29882818","5921610.79931647","5961177.00048834","6008363.39941412","6060399.10009772","6099061.80029303","6157064.30029303","6220052.90136725","6298788.7021485","6353095.40136725","6271320.20117193","6345821.40234381","6410120.09863287","6453660.09863287","6503335.40136725","6562091.90039068","6664691.90039068","6775764.39939886","6881995.20117193","7036361.50000006","7121946.99903876","7213324.99899298","7288321.99804693","7362403.00196081","7434550.00097662","7463934.00000006","7467256.00000054","7468974.99902397","7509329.99902397","7520334.00000006","7523930.00097662","7638816.00195318","7646353.00195128","7676405.90096861","7685494.00195509","7671881.00000054","7662756.00000054","7511368.80234391","7544876.96679741","7543495.08203179","7521710.00196129","7548067.99804837","7569566.9970718","7593846.00007683","7603524.99414116","7615237.99707085","7627313.96875054","7637645.98046929","7647951.00000054","7786640.69726616","7767968.03125054","","","",
"Early-demographic dividend","EAR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","11020890","11013090","10995890","10985930","10976690","10975710","10971940","10974210","10970570","10977065","10980540","11019950","11040870","11048250","11051000","11057020","11076240","11093940","11123515","11123380","11091385.9997559","11129959.4006348","11144335.4018402","11246886.5979004","11347721.9995117","11430552.0005035","11558283.000946","11623312.0019531","11709857.9985428","11804255.9985352","11814789.0002441","12500996.8017578","12914078.9990234","12985300.0048828","13083122.9980469","13193589.5996094","13289256.2011719","13400245.2001953","13505819.0009689","13527198.0009747","13548615.0029278","13547755.0004864","13598672.9916954","13696936.8010235","13556122.0001507","13589951.9990635","13646464.8001671","13642109.398222","13664381.9912624","13700952.8880358","13720139.6069384","13744135.5165148","13752479.3058825","13731847.8709459","13727928.3456469","13728558.5873461","","","",
"East Asia & Pacific","EAS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10573320.3999025","10627802.4995118","10690131.701172","10752323.2001954","10833497.400879","10884425.2988282","10951810.7993165","10971917.0004883","11057393.3994141","11138019.1000977","11189371.800293","11262434.300293","11350242.9013672","11435688.7021485","11483485.4013672","11414070.2011719","11395671.4023438","11440710.0986329","11522260.0986329","11596385.4013672","11658281.9003907","11708031.9003907","11749444.3993989","11873155.2011719","12023971.5000001","12089076.9990388","12181104.998993","12267091.9980469","12287153.0019608","12331960.0009766","12345066.0000005","12378128.000001","12319916.9990245","12439731.9990245","12390446.0000005","12411232.0009771","12495148.0019537","12517915.0019518","12446847.9009691","12478786.0019556","12462313.000001","12332458.000001","12103122.8024051","12142590.9668586","12189383.6820927","12061446.5020242","11993670.9981057","11931863.9971289","11874188.0001339","11778082.3941985","11899739.2343536","11868298.2726827","11788684.8049459","11895219.0002951","11627215.6970724","11657674.0317902","","","",
"Europe & Central Asia (excluding high income)","ECA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","580230","582530","590200","590360","591170","593610","592450","596940","608680","603480","604580","609650","608190","604170","599430","601310","603040","603350","611820","608420","608560","594500","589860","598900","604310","607980","617970","616510","619330","617260","621530","6489522.00195313","6463096.00097656","6455530","6393246.00097656","6374507.93945313","6395434.97070313","6381208.96972656","6376316.96777344","6383596.96777344","6374251.93847656","6358938.06152344","6341790.06347656","6327687.99804688","6317686.00097656","6343029.99633789","6325404.93286133","6308467.06787109","6300478.96484375","6354610.97412109","6348231.99829102","6345925.93505859","6370245.24047852","6377732.82653809","6377506.1239624","6371530.12695313","","","",
"Europe & Central Asia","ECS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2531218.99902344","2529870.0012207","2531587.00000763","2523283.00121307","2515012.99926758","2512220.99853516","2508299.99902725","2502327.00122833","2512015.0012207","2485054.00024414","2464924.9987793","2462475.00097275","2454114.00013924","2444037.999506","2434304.00101662","2427783.9987278","2426376.00224495","2425973.00173759","2429891.99854851","2421545.00025749","2417434.99846458","2400574.99876976","2384227.99852371","2390729.99902725","2391875.99885941","2391603.00004959","2399041.99987412","2392103.99967194","2393672.00553894","2385529.00642395","2356523.00369263","8316981.0092926","8347847.0082283","8334648.00432205","8256114.99399185","8235004.94825363","8249240.96719742","8234789.96917725","8223784.9621439","8225612.76979923","8194682.64826298","8162531.75276756","8127212.45781899","8109548.20301533","8097854.40593719","8117109.988451","8080638.02734375","8068030.66777229","8047218.47306252","8083453.17793846","8068115.19033432","8058647.74160385","8071915.61563015","8063643.82765293","8060110.5246067","8048002.11834908","","","",
"Ecuador","ECU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","47100","47100","47200","47200","47300","47300","47400","47350","47950","48550","49150","49750","50350","51680","53850","55550","58350","60050","61900","64780","67590","69600","70950","72550","74200","75800","77210","77260","77530","78460","79140","79530","79750","81290","81080","79870","80120","80270","80750","80660","77850","74900","72500","75270","75000","74440","74120","74450","75343.9990234375","74977.001953125","73461.0009765625","75068.9990234375","75130","56017.001953125","57883.9990234375","55160","","","",
"Egypt, Arab Rep.","EGY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","25680","25050","24900","25060","26720","27800","28010","28010","28350","28430","28520","28550","28550","28430","28250","27300","26350","25400","24470","24450","24680","24452.3999023438","24347.3999023438","24582.6000976563","24970","25670","25470","25810","25710","26480","26430","29962.8002929688","32460","32460","32830","31764.599609375","32449.19921875","32596.201171875","34830","32910","33380","34240","34090","34780","35230","35330","35380","35420","36890","36710","36200","36960","37309.6997070313","37151.8994140625","37898.701171875","37337.7001953125","","","",
"Euro area","EMU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1353090.99853516","1351851.00097656","1349883.00048828","1343201.00097656","1338846.99951172","1334923.99902344","1333810.99853516","1325944.00146484","1326786.00097656","1312330","1292325.99853516","1287658.00048828","1282035.00061035","1278346.99951172","1274546.0005188","1266762.9989624","1265353.00201416","1265602.00149536","1262008.99902344","1258085","1256969.99847412","1255173.99902344","1245012.99804688","1242298.99902344","1240166.99905396","1237373.9994812","1235633.99993896","1227988.99993896","1228377.00531006","1223673.00689697","1191968.00338745","1264854.00787354","1286347.0072937","1282053.00384521","1265823.9932251","1267498.00827026","1261533.99703979","1261435.99899292","1259428.99459839","1269080.80200195","1253370.20996094","1245379.19128418","1234678.09484482","1228778.10546875","1231114.30493355","1216684.59155083","1205833.19455147","1208290.19993782","1199519.00837898","1198599.00327683","1186786.69294357","1182911.20671272","1178109.48368073","1162943.70113373","1161176.30001068","1152904.08717155","","","",
"Eritrea","ERI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000","74060","74070","73380","73600","74670","74670","75300","75320","75320","75670","75000","75220","75720","75720","75720","75920","75920","75920","75920","75920","75920","75920","75920","","","",
"Spain","ESP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","332300","332320","331370","327530","326940","321560","323820","321590","325270","321190","326840","325680","322800","320780","319210","315160","315900","314780","313550","312380","312060","311910","307910","306280","307120","306100","306010","305780","307010","304720","303710","302790","300330","301830","297190","301390","300590","299580","297780","297660","295200","294190","291530","290710","291640","286130","280040","281420","279700","275450","270140","269420","267331.9921875","265780","265765","262656.9921875","","","",
"Estonia","EST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13740","13200","11010","9910","10050","10230","10430","10010","9860","8900","6982.00012207031","8287.00012207031","7704.00024414063","8819.00024414063","8985","9145.99975585938","9067.99987792969","9317.99987792969","9487.99987792969","9460","9559.00024414063","9650","9740","9930","10030","","","",
"Ethiopia","ETH","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305400","304720","305000","305000","304920","305080","306760","306620","306054.00390625","304980","316070","331010","335910","342190","350770","345130","349850","356830","363251.9921875","364880","362590","362590","362590","362590","","","",
"European Union","EUU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2101850.99853516","2099241.00097656","2093893.00048828","2086571.00097656","2078346.99951172","2073773.99902344","2071770.99853516","2062914.00146484","2062296.00097656","2041680","2020915.99853516","2013938.00048828","2006505.00061035","2001456.99951172","1995956.0005188","1990212.9989624","1987283.00201416","1986722.00149536","1981558.99902344","1976655","1972269.99847412","1969633.99902344","1958072.99804688","1955548.99902344","1951546.99905396","1947683.9994812","1945713.99993896","1940338.99993896","1935527.00531006","1929663.00689697","1896398.00338745","1988824.00787354","2045767.0072937","2040433.00384521","2023283.9932251","2020758.00827026","2015593.99703979","2009245.99899292","2003948.99459839","1998270.80200195","1975250.20996094","1956929.19128418","1938698.09484482","1928508.10546875","1926754.30493355","1918584.59155083","1895033.19455147","1899331.19969368","1885815.00813484","1873627.00376511","1863397.69269943","1854247.20768929","1843733.47537994","1827078.70113373","1824429.29927826","1815078.89185905","","","",
"Fragile and conflict affected situations","FCS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3574380","3582090","3588050","3592380","3591760","3590830","3597870","3601020","3609300","3615180","3618900","3630420","3635240","3643580","3645310","3654310","3658400","3664800","3668120","3672800","3678070","3683160","3685190","3691270","3696840","3700680","3703850","3707840","3705470","3709710","3718045","3722555","3817745","3838425","3839935","3859805","3872545","3876675","3877770","3887875","3901672.00000048","3916422.00000048","3930772.00000048","3933014.99987841","3958989.99987841","3960822.00061083","3979143.99975538","3973946.99963331","3978921.28430128","3987072.99969435","4971668.58593702","4974436.25469923","4975696.31726027","4980236.55468702","4981705.7548213","4981815.7548213","","","",
"Finland","FIN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","27656.9995117188","27851.0009765625","28065","28256.0009765625","28415","28593.9990234375","28733.9990234375","28861.0009765625","27655","27241.9995117188","27036.9995117188","26136.9995117188","25821.0009765625","26053.9990234375","26138.0004882813","26118.9990234375","25976.0009765625","25851.0009765625","25675","25360","25166.9995117188","24876.9995117188","24503.9990234375","24256.9995117188","24083.9990234375","23933.9990234375","24080","23731.9995117188","23858.0004882813","23930","24248.0004882813","24065","23836.9995117188","24118.9990234375","22440","22180","21500","21920","22013.9990234375","22180","22220","22360","22460","22530","22738.0004882813","23008.0004882813","22948.9990234375","22963.9990234375","22965","22918.9990234375","22866.0009765625","22851.0009765625","22585","22671.0009765625","22733.9990234375","22750","","","",
"Fiji","FJI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2270","2270","2280","2280","2230","2230","2210","2190","2210","2210","2210","2300","2350","2400","2450","2600","2700","2800","2850","2900","3000","3100","3200","3300","3450","3500","3650","3800","3950","4100","4240","4350","4350","4330","4400","4400","4400","4300","4280","4280","4280","4280","4280","4280","4280","4280","4270","4280","4276.00006103516","4250","4250","4250","4250","4250","4250","4250","","","",
"France","FRA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","345390","344400","343540","341090","340010","338460","336290","331780","331730","324950","326230","325150","324600","324420","323570","320210","319100","319610","318340","317220","316870","316460","315650","315080","314420","313950","313530","308300","307409.00390625","305928.0078125","304849.00390625","303843.0078125","302913.0078125","302049.00390625","301501.9921875","300963.0078125","300395.99609375","299800","299290.99609375","298074.00390625","297133.0078125","296106.9921875","295345.99609375","294584.00390625","293904.00390625","293126.9921875","292060.99609375","291100.99609375","290199.00390625","289263.0078125","288785.99609375","288448.0078125","287736.9921875","287665","287269.00390625","287180.1953125","","","",
"Faroe Islands","FRO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","","","",
"Micronesia, Fed. Sts.","FSM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","225","220","220","220","220","220","220","220","220","","","",
"Gabon","GAB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","51950","52100","52250","52400","52550","52700","52350","52500","52150","51800","52000","51650","51350","51500","51690","51540","51770","51990","51500","51520","51520","51520","51520","51520","51520","51520","51520","51520","51520","51570","51570","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","51600","","","",
"United Kingdom","GBR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","198000","197790","197470","197030","195850","195500","195540","194260","193800","188490","188430","187560","186960","186380","185830","185680","184900","184780","184520","184690","183200","182810","182160","182020","181680","181300","181160","184230","183060","182030","181430","180700","175340","174090","173790","174940","175850","175180","172190","169640","169530","169760","169560","170510","169560","178380","176470","176840","173250","172240","171640","171820","172501.9921875","172320","171380","173499.8046875","","","",
"Georgia","GEO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32290","31280","30970","30480","30350","30370","30450","29990","30000","30030","30040","30060","24920","25200","25180","25170","25140","24980","24600","24423.9990234375","24350","24861.0009765625","24160.6005859375","24181.0009765625","23940","","","",
"Ghana","GHA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","117000","118000","118000","119000","120000","120000","120000","120000","122000","122000","123000","124000","124000","124000","125000","125000","126050","127200","127200","128000","129000","131000","133000","136280","140300","141800","144300","145100","146310","148350","151000","151000","153000","154000","156000","156000","156200","157200","157000","157000","157000","157000","157000","","","",
"Gibraltar","GIB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","146200","146190","145950","145710","145480","145240","145000","144760","144520","144290","144050","143810","143570","143340","143200","142960","142720","142480","142450","142210","141970","141730","141590","141360","141220","140980","140740","140810","140570","141410","140490","140550","140520","140480","140240","139170","138000","137150","135400","134890","135400","137400","138450","139300","141210","141300","141800","142400","142500","143000","143000","144000","145000","145000","145000","145000","","","",
"Gambia, The","GMB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5240","5250","5260","5270","5280","5290","5310","5310","5330","5340","5370","5420","5470","5740","5680","5670","5740","5810","5700","5630","5850","6060","5870","5730","5730","5820","5890","6040","5860","5860","5920","5580","5570","5570","5570","5570","5570","5520","5520","5520","5400","5170","5070","5150","5270","4950","4950","5520","6030","6150","6150","6050","6050","6050","6050","6050","","","",
"Guinea-Bissau","GNB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13580","13580","13580","13580","13580","13580","13680","13680","13680","13680","13680","13680","13730","13780","13780","13780","13790","13790","13800","13830","13900","14030","14130","14400","14480","14150","14100","14000","14370","14470","14470","14470","14670","14770","14860","14920","15370","15370","15880","16280","16280","16090","16000","16100","16100","16100","16100","16100","16100","16300","16300","16300","16300","16300","16300","16300","","","",
"Equatorial Guinea","GNQ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3140","3190","3240","3250","3250","3290","3290","3290","3290","3290","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3340","3240","3240","3240","3240","3140","3140","3090","2940","2940","2840","2840","2840","2840","2840","2840","","","",
"Greece","GRC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","89100","89020","90210","89910","86780","90900","91130","91430","91440","91550","91550","91600","91430","91410","91180","91150","91120","91750","91810","91800","92060","92060","91820","92090","91840","91800","91770","91790","92150","92220","91640","91670","91600","91700","91640","91720","89850","87820","86700","85290","84380","83430","82520","80800","80050","78630","77530","76570","75600","74890","73960","72830","71530","62010","61990","61360","","","",
"Grenada","GRD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","220","220","220","220","220","220","220","220","220","220","220","200","200","200","200","200","200","190","190","160","160","160","160","160","140","140","130","130","130","130","120","120","120","120","110","110","110","110","120","120","130","130","120","120","70","70","70","70","80","80","80","80","80","80","80","80","","","",
"Greenland","GRL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2350","2353.00003051758","2356.00006103516","2358.99993896484","2361.99996948242","2365","2368.00003051758","2371.00006103516","2373.99993896484","2376.99996948242","2380","2383.00003051758","2386.00006103516","2388.99993896484","2391.99996948242","2395","2398.00003051758","2401.00006103516","2403.99993896484","2406.99996948242","2410","2413.00003051758","2416.00006103516","2418.99993896484","2421.99996948242","2425","2428.00003051758","2431.00006103516","2433.99993896484","2430.70007324219","2430.80001831055","2431.00006103516","2431.10000610352","","","",
"Guatemala","GTM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","26460","26580","26700","26820","26940","27060","27280","27400","27420","27550","27670","28000","28430","28750","28880","29300","29930","30050","30160","30500","30670","31040","31190","37850","37850","37850","37850","42850","42850","42850","42850","42850","44820","45120","45120","45120","45220","44300","44400","44650","44950","45250","50640","48000","45620","43000","44140","41380","40435.400390625","39620.80078125","38906.201171875","38091.5991210938","37206.9995117188","37938.0004882813","38560","38560","","","",
"Guam","GUM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","160","160","170","170","170","170","170","170","170","170","170","170","170","170","170","170","170","170","180","180","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","200","190","190","180","180","180","180","180","180","180","180","","","",
"Guyana","GUY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13590","13590","13590","13590","13590","13640","13640","13660","13660","13710","13710","13740","13760","13760","13780","14580","15420","16260","17150","17150","17150","17150","17250","17280","17280","17300","17300","17300","17320","17320","17340","17340","17340","17340","17340","17340","17340","17340","17350","17080","17080","17080","17080","17080","16780","16780","16780","16780","16780","16780","16780","16780","16800","16800","16900","17000","","","",
"High income","HIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13205719.999024","13190530.0012213","13188967.0000082","13185464.0012136","13187013.9992681","13191961.9985357","13210280.9990278","13183047.0012289","13213555.0012213","13207504.0002447","13187054.9987799","13186835.0009733","13195974.0001398","13190527.9995066","13181714.0010172","13192113.9987284","13092126.0022455","13044623.0017382","13072081.9985491","13086075.0002581","13079354.9984652","13058934.9987704","12983017.9985243","13052959.9990278","13100865.99886","13131523.0000502","13134141.9998747","13191033.9996725","13187382.0055395","13204639.0064245","13156015.0036937","13262501.0073406","13304383.0072528","13430480.0043231","13413311.9930163","13459470.0088015","13476328.9964953","13567158.9994517","13521369.9943104","13545367.8019944","13525818.7085667","13374236.6919795","13286269.3938968","13268469.5059869","13317175.0049916","13160056.2157598","13074735.9163997","12994293.1438422","12857873.9763331","12707773.6927873","12765653.1548363","12751563.3190256","12624120.8901","12727626.7532063","12298656.2512922","12341207.2859287","","","",
"Hong Kong SAR, China","HKG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","140","140","140","130","130","130","130","130","130","130","120","120","120","120","100","100","90","80","80","80","90","90","90","90","90","90","90","90","80","80","80","80","80","80","80","80","70","70","70","70","70","70","70","70","70","60","60","60","60","55","55","50.9999990463257","50.9999990463257","50.9999990463257","50.9999990463257","50","","","",
"Honduras","HND","Agricultural land (sq. km)","AG.LND.AGRI.K2","","29800","29900","29950","30000","30050","30150","30250","30300","30300","30400","30450","30800","30900","30960","31350","31700","32450","32570","32570","32570","32640","32690","32700","32770","32780","32850","32850","32850","33710","33200","33420","33550","35480","35200","34800","34800","33950","33950","33370","29350","29360","30280","31530","31400","31500","31600","31600","31840","31980","32300","32300","32350","32350","32350","32350","32350","","","",
"Heavily indebted poor countries (HIPC)","HPC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5322480","5328660","5343410","5354930","5362100","5366810","5372480","5386390","5394560","5397940","5418640","5429500","5432270","5436110","5452470","5464440","5477360","5494120","5502600","5512880","5530800","5540290","5555600","5570250","5589790","5609210","5611640","5627540","5639240","5660710","5681410","5697920","6101490","6128440","6152630","6182750","6217470","6241190","6276350","6299080","6334409.20410156","6356580.80078125","6399516.69921875","6422976.09985352","6502309.20043945","6511635.79833984","6539915.99975586","6586153.18359375","6615315.68359375","6640317.99926758","7353372.28321075","7384482.36133575","7392594.12403107","7390823.56250763","7390535.56201935","7390875.56201935","","","",
"Croatia","HRV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24040","22720","23120","23320","19350","19410","20480","20320","11690","11780","11810","11960","11760","12110","12300","12020","12890.9997558594","12995.9997558594","13338.0004882813","13260.9997558594","13310","15673.0004882813","15088.0004882813","15375.9997558594","15440","","","",
"Haiti","HTI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16600","16650","16700","16750","16800","16850","16900","16950","17000","17050","17100","15840","15830","15830","15830","15850","15850","15950","15950","16000","16000","16000","16000","16000","16000","16000","16000","15990","15980","15970","15960","15750","15750","15950","15900","15900","16900","16900","16900","16900","16700","16700","16700","16700","16700","16700","18200","17700","17963.2995605469","18700","18300","17700","18400","18400","18400","18400","","","",
"Hungary","HUN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","70830","70120","69840","69790","69530","69270","69140","69030","68880","68750","68550","68460","68350","67820","67700","67570","67290","66980","66510","66270","66010","65820","65710","65540","65390","65230","65110","64970","64840","64740","64600","61360","61300","61220","61790","61840","61950","61930","61860","58540","58650","58490","58650","58640","58630","58090","58070","57900","57830","53430","53370","53380","52570","52640","52640","52830","","","",
"IBRD only","IBD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16035090.3999025","16123282.4995118","16205911.701172","16277393.2001954","16362427.400879","16454405.2988282","16535960.7993165","16645887.0004883","16795393.3994141","16869554.1000977","17009001.800293","17120544.300293","17233202.9013672","17366858.7021485","17457235.4013672","17567030.2011719","17679161.4023438","17769410.0986329","17874385.0986329","17930745.4013672","17978807.9001465","18117545.3000489","18265325.7993165","18432513.8010255","18613869.5004883","18751090.9995118","18886097.9990235","18980291.9980469","19086219.0024415","19215632.0004883","19317793.0002442","24827470.8017579","24894854.0000001","24944872.0029297","24963170.0009766","24981867.5400391","25020065.1718751","25044526.1728516","25059216.9687501","25057312.9697266","25023202.937502","25015306.0620156","25047816.4575234","25154539.2969456","25021109.0361634","25033807.1012536","25057793.8349381","25077788.0622855","25105913.3562174","25187756.6566458","25225038.2224122","25259940.4689637","25370326.3559261","25411973.8321224","25546605.0148311","25529574.9248043","","","",
"IDA & IBRD total","IBT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","24439135.51709","24544662.4995118","24666850.8027345","24764143.9033204","24882268.6899415","24951225.1816407","25057959.510254","25176016.4926758","25372853.7119141","25426663.7875977","25554127.3862305","25640574.300293","25816552.9013672","25903407.7021447","25998245.4013672","25967650.2011719","26045311.4023438","26142460.0986329","26231302.0986405","26331600.4013672","26352345.9001389","26533601.3010255","26682455.801262","26906296.7990723","27139111.4995041","27329546.9995347","27491740.9999695","27605494.0000001","27738089.000496","27887674.999508","28040296.0002366","33991754.8037186","34426419.9990311","34516228.0039063","34585712.9990235","34636346.5400353","34823092.1738282","34879210.1718751","34962529.9697152","34990400.9707013","34976223.1416002","34999599.8628011","34935489.1567388","35066776.3655534","35017333.2209745","35060971.8961874","35121227.8307834","35168732.2472253","35182898.0374494","35303049.6615329","36357475.496594","36433627.7895322","36539573.4592095","36576682.3831597","36711882.9701653","36684314.6098748","","","",
"IDA total","IDA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8404045.1171875","8421380","8460939.1015625","8486750.703125","8519841.2890625","8496819.8828125","8521998.7109375","8530129.4921875","8577460.3125","8557109.6875","8545125.5859375","8520030","8583350","8536548.99999619","8541010","8400620","8366150","8373050","8356917.00000763","8400855","8373537.99999237","8416056.00097656","8417130.0019455","8473782.99804688","8525241.99901581","8578456.00002289","8605643.00094604","8625202.00195313","8651869.9980545","8672042.99901962","8722502.99999237","9164284.00196075","9531565.99903107","9571356.00097656","9622542.99804688","9654478.99999619","9803027.00195313","9834683.99902344","9903313.00096512","9933088.00097466","9953020.20409822","9984293.80078554","9887672.69921541","9912237.06860781","9996224.18481112","10027164.7949338","10063433.9958453","10090944.1849399","10076984.681232","10115293.0048871","11132437.2741818","11173687.3205686","11169247.1032834","11164708.5510373","11165277.9553342","11154739.6850705","","","",
"IDA blend","IDB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2849075.1171875","2858920","2881929.1015625","2897810.703125","2928881.2890625","2906809.8828125","2926488.7109375","2924749.4921875","2967910.3125","2943414.6875","2925765.5859375","2884270","2946000","2900178.99999619","2898000","2745360","2706870","2696660","2679772.00000763","2712245","2671527.99999237","2705120","2692922.00000763","2739825","2769277.99999237","2805932.00000763","2825170","2823410","2840180","2836558.99999619","2868247.99999237","3155907.00000763","3119877.00000763","3131065","3156960","3156713.99999619","3271380","3279825","3311343.99999619","3316661.99999809","3297558.99999619","3306691.00000381","3159083.99999619","3155988.96875381","3161832.98437119","3180011.00000381","3180958.99999619","3167511.00000381","3126352.00006485","3138796.00000381","3160306.00000381","3170873.96875381","3159604.98437881","3155511.00000381","3154689.99902725","3142518.03125381","","","",
"Indonesia","IDN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","386000","386000","385500","385500","385000","384500","384500","384500","384000","384000","383500","383500","383000","383000","382560","380460","380460","380460","380000","380000","379500","379500","379000","370520","396790","412920","434850","441370","444350","450830","415240","413510","420160","419710","429780","429680","435270","438770","458770","471770","477000","481810","510060","533660","518460","515000","530000","540000","556000","556000","565000","565000","570000","570000","570000","570000","","","",
